[DEBUG] 2025-05-01 18:09:09.604 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration Byte[] -> org.hibernate.type.WrapperBinaryType@1902ca89
[DEBUG] 2025-05-01 18:09:09.604 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration [Ljava.lang.Byte; -> org.hibernate.type.WrapperBinaryType@1902ca89
[DEBUG] 2025-05-01 18:09:09.605 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration row_version -> org.hibernate.type.RowVersionType@82d3605
[DEBUG] 2025-05-01 18:09:09.605 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration image -> org.hibernate.type.ImageType@7dfd2b1b
[DEBUG] 2025-05-01 18:09:09.606 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration characters -> org.hibernate.type.CharArrayType@552e109
[DEBUG] 2025-05-01 18:09:09.606 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration char[] -> org.hibernate.type.CharArrayType@552e109
[DEBUG] 2025-05-01 18:09:09.606 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration [C -> org.hibernate.type.CharArrayType@552e109
[DEBUG] 2025-05-01 18:09:09.606 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration wrapper-characters -> org.hibernate.type.CharacterArrayType@1694a708
[DEBUG] 2025-05-01 18:09:09.606 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration [Ljava.lang.Character; -> org.hibernate.type.CharacterArrayType@1694a708
[DEBUG] 2025-05-01 18:09:09.606 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration Character[] -> org.hibernate.type.CharacterArrayType@1694a708
[DEBUG] 2025-05-01 18:09:09.607 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration text -> org.hibernate.type.TextType@5d3096a9
[DEBUG] 2025-05-01 18:09:09.607 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration ntext -> org.hibernate.type.NTextType@142074d0
[DEBUG] 2025-05-01 18:09:09.608 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration blob -> org.hibernate.type.BlobType@3ed5ad7b
[DEBUG] 2025-05-01 18:09:09.608 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration java.sql.Blob -> org.hibernate.type.BlobType@3ed5ad7b
[DEBUG] 2025-05-01 18:09:09.609 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration materialized_blob -> org.hibernate.type.MaterializedBlobType@334746dc
[DEBUG] 2025-05-01 18:09:09.610 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration clob -> org.hibernate.type.ClobType@54f1c7fd
[DEBUG] 2025-05-01 18:09:09.610 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration java.sql.Clob -> org.hibernate.type.ClobType@54f1c7fd
[DEBUG] 2025-05-01 18:09:09.611 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration nclob -> org.hibernate.type.NClobType@1f10be55
[DEBUG] 2025-05-01 18:09:09.611 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration java.sql.NClob -> org.hibernate.type.NClobType@1f10be55
[DEBUG] 2025-05-01 18:09:09.611 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration materialized_clob -> org.hibernate.type.MaterializedClobType@27437037
[DEBUG] 2025-05-01 18:09:09.611 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration materialized_nclob -> org.hibernate.type.MaterializedNClobType@2016b42b
[DEBUG] 2025-05-01 18:09:09.613 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration serializable -> org.hibernate.type.SerializableType@52afb470
[DEBUG] 2025-05-01 18:09:09.615 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration object -> org.hibernate.type.ObjectType@1a3b71d5
[DEBUG] 2025-05-01 18:09:09.615 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration java.lang.Object -> org.hibernate.type.ObjectType@1a3b71d5
